customer_id,age,tenure_months,monthly_cost,support_tickets,login_frequency,feature_usage_score,satisfaction_score,monthly_contract,premium_member,churn
1824,50,43,21.5528612571341,4,19,36,10,1,0,0
1825,72,74,24.706775119763744,1,22,21,9,1,0,0
1826,42,110,5.825701914603584,2,17,92,4,1,0,0
1827,82,12,34.02522080537704,2,28,11,6,1,0,1
1828,68,63,7.110012561749816,0,15,68,7,1,1,1
1829,78,95,30.97129422557798,4,30,99,8,1,1,0
1830,45,12,22.29550871637984,4,20,22,1,1,1,0
1831,56,2,36.866327664705054,1,17,91,2,1,0,1
1832,73,46,9.731958279994892,2,24,3,7,1,0,1
1833,77,60,19.179103841901778,0,22,12,9,1,0,0
1834,45,6,30.033270122080026,3,17,66,9,1,0,0
1835,45,39,28.302218906046104,3,17,23,8,0,0,0
1836,73,8,21.165675018035436,2,19,95,6,0,0,0
1837,34,5,27.6382373398316,3,19,72,8,1,0,1
1838,71,20,40.47364409325625,1,20,59,4,0,1,0
1839,66,62,16.016833395204436,1,20,84,2,0,1,1
1840,21,65,10.001246978179164,2,20,64,7,1,0,0
1841,35,19,20.810919454561915,1,21,7,7,0,1,0
1842,72,12,33.677121231674306,3,21,33,8,1,0,0
1843,28,106,22.88147173197167,2,17,96,7,1,1,0
1844,82,40,31.25093812016495,3,18,40,4,1,1,1
1845,17,118,22.915418528803364,3,27,24,3,1,0,0
1846,73,50,33.07243620409338,3,18,1,1,0,0,1
1847,76,75,19.5420215888481,6,21,64,7,1,1,0
1848,59,2,26.781204440636493,4,14,48,7,1,0,0
1849,48,42,39.458885859288365,5,19,48,4,0,0,0
1850,19,9,25.839070724344992,2,20,91,4,0,1,1
1851,54,9,38.22616723460375,2,20,93,1,0,1,0
1852,58,98,12.339291558232128,0,20,29,5,1,1,0
1853,66,45,20.0650342160154,3,23,96,1,1,1,0
1854,25,90,29.069877381198232,3,11,85,8,0,1,0
1855,56,33,28.597796925158637,1,14,12,7,1,1,0
1856,56,107,14.737707375492075,2,19,59,9,1,0,1
1857,28,69,22.7907684702932,4,22,84,7,1,0,0
1858,84,111,21.390319423707428,4,20,75,10,1,1,0
1859,32,82,26.631759406295245,0,11,40,8,1,0,0
1860,35,42,30.86571331968169,3,18,92,1,1,1,1
1861,67,45,37.705041045294465,3,22,74,9,0,1,0
1862,52,116,25.750160301650062,2,24,97,10,0,0,0
1863,82,101,24.24459138427742,5,12,12,7,0,1,0
1864,67,91,16.937279800513302,1,18,93,8,1,1,0
1865,16,12,14.018837427872226,2,24,80,9,1,1,0
1866,29,57,41.76356439684366,2,15,6,10,1,1,0
1867,24,18,31.66279910333884,1,18,7,9,1,0,0
1868,44,69,10.820175514619745,1,16,12,10,1,0,0
1869,17,109,17.72143585997801,3,22,84,6,1,0,0
1870,47,95,19.89870717019847,2,22,40,7,1,1,0
1871,41,115,10.908234842321212,2,25,42,8,1,0,0
1872,79,76,17.302558960009847,1,24,70,3,1,1,0
1873,55,51,36.04763641614534,0,15,60,4,0,1,1
1874,76,99,33.71736207138136,0,16,57,2,1,1,0
1875,20,94,40.62178946208319,0,16,95,8,1,1,0
1876,62,119,25.741439746558736,1,17,44,5,0,0,0
1877,38,34,22.909096970776428,4,19,9,2,1,1,0
1878,59,2,22.764919460755245,0,12,26,8,0,1,0
1879,21,68,15.719166876767098,1,22,13,1,1,0,0
1880,18,59,29.602567495414732,3,22,82,1,1,1,1
1881,35,3,26.653923452559397,0,19,33,10,0,0,0
1882,34,21,25.476206315681562,0,20,4,9,0,1,1
1883,37,38,28.81063583751722,5,24,96,2,1,0,1
1884,82,102,34.282565771006105,1,22,24,2,1,1,0
1885,44,5,17.958525799670277,0,15,76,5,1,0,1
1886,61,99,19.381495763391058,1,19,84,7,1,0,0
1887,17,36,26.52158655695166,3,14,66,7,1,0,0
1888,23,88,28.126865534645844,0,23,32,10,0,0,0
1889,42,48,41.560386939131774,2,14,20,9,1,0,0
1890,66,45,36.518298854381584,4,20,36,9,1,1,0
1891,37,45,30.406326177140002,1,9,56,6,0,0,0
1892,71,83,25.18077912835639,0,20,99,9,1,1,0
1893,80,19,34.58379767521993,5,21,39,2,0,0,0
1894,73,45,32.06007644793794,1,17,77,3,1,1,0
1895,73,115,30.046220124619,1,17,47,6,1,0,0
1896,24,15,21.020508393676394,2,20,85,4,1,0,1
1897,82,79,19.88684940820401,2,21,64,1,1,0,1
1898,42,85,23.300024118442415,4,28,63,1,1,0,1
1899,57,1,40.55231204064814,2,21,63,7,1,0,0
1900,53,40,19.850403543199526,2,25,89,1,1,0,1
1901,27,87,23.40119701509026,3,21,62,1,1,0,0
1902,20,111,16.633294531710302,6,25,61,5,1,0,0
1903,49,111,27.671636743490414,2,14,96,10,1,0,0
1904,35,50,11.930743732325165,1,24,35,8,1,0,0
1905,36,83,59.01898574245918,3,22,48,9,1,1,1
1906,72,46,41.95468930938352,1,13,46,10,1,0,0
1907,66,66,28.077484611338523,4,14,2,3,0,1,1
1908,45,9,22.438364556735134,4,23,86,4,1,0,0
1909,65,97,22.763696555463333,3,22,56,3,1,0,0
1910,49,40,33.66391247684206,1,17,27,8,1,1,0
1911,54,17,21.228733175397863,0,19,72,4,1,0,0
1912,54,110,19.607652046154065,0,25,38,4,0,1,0
1913,83,108,42.832395081373406,3,28,81,6,1,1,0
1914,69,46,11.416157748115927,2,12,7,4,1,1,0
1915,83,43,11.684754395928657,1,28,63,9,1,1,0
1916,57,118,29.902188397133866,0,20,25,5,0,1,0
1917,40,90,19.601600202625207,1,22,99,3,1,0,0
1918,33,118,23.416824090129595,5,22,99,10,0,0,0
1919,76,38,23.570575164377264,3,30,39,9,1,0,0
1920,17,86,43.19598935962769,1,24,35,4,1,0,0
1921,73,77,18.329266871394744,2,20,18,6,1,0,0
1922,84,29,27.816714451489,2,26,45,2,1,1,0
1923,33,11,21.89764338479253,1,32,25,4,1,0,1
1924,63,48,26.875976874434706,1,14,46,1,1,0,1
1925,42,110,31.795363804052638,3,18,47,3,0,1,0
1926,38,111,29.507898072098435,2,29,48,10,1,0,0
1927,26,84,6.716551450608861,1,15,7,9,1,1,0
1928,46,89,38.83156364406945,2,14,4,8,0,1,0
1929,52,119,33.47030444066135,3,19,3,10,0,1,0
1930,49,15,27.69122358957825,10,20,99,5,1,0,1
1931,70,81,15.443086401063583,5,19,69,7,1,0,0
1932,75,35,33.69247934875662,3,22,83,1,0,0,0
1933,22,54,40.50279096023914,2,22,56,6,0,0,0
1934,59,11,24.939044984631845,5,18,57,3,0,0,1
1935,34,34,34.56857891841038,0,15,86,4,1,1,0
1936,30,46,28.567459005308073,0,13,2,10,1,1,0
1937,66,49,23.75770243631369,4,17,39,6,0,0,0
1938,25,76,18.04033376216416,1,17,58,7,1,0,0
1939,68,41,17.54237505621071,3,20,76,5,1,1,0
1940,29,109,26.72859801760518,2,26,64,10,0,1,0
1941,67,89,41.457583306313886,1,20,41,9,1,0,0
1942,49,84,29.89711633383815,3,17,6,3,0,0,0
1943,46,69,23.690881778599895,4,34,45,4,1,1,0
1944,73,80,30.334137395733283,2,7,19,9,1,1,0
1945,24,35,9.14057220959769,2,17,53,1,1,0,1
1946,21,33,16.968767360616056,2,15,40,4,1,0,1
1947,37,23,13.693940686301824,4,23,66,1,0,0,0
1948,20,22,36.469050253447506,1,17,38,5,1,1,0
1949,55,53,12.010524929163637,2,24,41,10,1,0,1
1950,53,23,27.864604230267574,6,21,41,2,1,0,1
1951,82,74,26.09952948985069,0,15,39,5,1,1,0
1952,52,48,26.248341750090027,3,19,74,3,1,0,0
1953,28,57,9.958219250241862,2,16,89,6,1,0,1
1954,67,98,31.113902863578947,4,16,92,9,0,0,0
1955,43,86,31.89418248158993,1,24,6,8,1,0,0
1956,17,99,31.129067246485953,3,22,16,1,1,0,0
1957,76,44,8.70678680202833,1,16,60,2,0,0,0
1958,80,59,10.172504280527386,5,11,31,9,0,1,0
1959,84,16,19.081783290721525,1,23,68,1,0,0,1
1960,71,65,29.267261955694085,1,18,16,5,0,1,0
1961,55,70,35.88657991607742,2,25,31,2,1,1,1
1962,77,27,23.639733892249748,1,23,79,8,1,0,0
1963,68,73,35.82039342364122,3,27,43,8,1,0,0
1964,67,30,30.775343735794713,3,27,44,1,1,0,1
1965,18,68,37.061354170461144,3,19,19,2,1,0,0
1966,24,4,34.19470836978941,0,15,2,7,1,0,0
1967,64,83,39.88328663746764,0,21,87,9,1,0,0
1968,53,98,8.026456553242351,2,22,71,5,1,0,0
1969,26,50,33.89717714671613,4,19,55,7,1,1,0
1970,78,90,43.27531447562427,2,19,3,2,1,1,0
1971,77,37,27.620305563944726,1,22,1,7,1,0,0
1972,83,33,11.504108760541351,2,17,18,6,1,0,0
1973,34,90,25.37191382313731,3,14,42,10,1,0,0
1974,56,94,11.34933290527162,0,18,50,2,1,0,1
1975,56,114,17.559312505072366,1,29,6,1,0,0,1
1976,23,62,30.86111656674998,3,28,19,6,1,1,0
1977,66,3,20.614968326910446,2,17,63,3,1,0,1
1978,73,27,26.074505841545193,2,18,62,5,1,0,0
1979,74,92,43.50948478210782,0,21,24,3,1,0,0
1980,40,24,8.405260212629159,2,15,46,5,1,0,1
1981,61,25,20.83126786674392,3,20,24,2,1,0,1
1982,34,91,15.617282600658147,2,15,71,6,1,0,0
1983,76,27,24.13318697881389,1,24,67,1,1,0,1
1984,38,63,7.377124679446119,3,18,72,10,1,1,0
1985,54,4,33.011782546257734,0,18,22,5,1,0,0
1986,68,100,32.48119975432773,2,12,39,4,0,0,0
1987,55,9,33.86626034532757,2,27,75,4,1,0,0
1988,76,58,28.42554263928794,3,17,53,6,1,0,0
1989,35,71,39.34520402190117,1,26,83,5,0,0,0
1990,34,52,26.273187871352746,0,22,19,6,1,0,0
1991,83,50,27.214941322131452,1,15,91,2,0,0,0
1992,38,79,24.430145771228513,4,32,2,10,1,0,0
1993,71,55,20.67402196041189,2,17,61,9,1,1,0
1994,35,118,25.560217999215144,2,27,59,3,1,0,0
1995,63,10,40.20967724257293,3,20,70,4,1,0,0
1996,43,1,36.276178905426306,3,21,36,1,1,1,1
1997,61,84,17.67532390402927,0,17,99,5,1,1,0
1998,72,91,35.43401407234138,2,16,41,4,0,1,0
1999,30,33,42.574753322121836,0,24,81,9,1,0,0
2000,44,60,30.913010531963767,0,23,16,8,1,0,1
2001,63,77,28.645838653539464,0,24,46,5,1,0,0
2002,82,49,22.814011618993995,2,12,68,9,1,0,0
2003,47,75,37.36794596881526,1,25,31,7,1,1,0
2004,72,77,26.689657724816044,3,23,41,1,0,1,0
2005,48,22,22.892143781753,1,23,93,7,0,0,1
2006,19,3,26.79035615577074,3,15,81,9,1,0,1
2007,63,16,25.46272947793476,2,24,77,4,0,0,0
2008,58,91,29.033783522992945,3,27,83,7,1,0,0
2009,28,48,32.073186733441005,2,21,41,1,0,0,0
2010,64,63,19.2799310601548,4,19,62,7,0,0,0
2011,16,94,8.610153965040674,1,31,27,2,0,0,0
2012,70,80,25.347675050543966,2,15,99,9,1,0,0
2013,69,69,14.699576814305061,1,17,2,3,1,0,0
2014,59,96,21.881019802286907,1,16,63,6,1,1,0
2015,56,85,16.20142885990478,1,20,56,7,0,0,0
2016,42,87,21.69577785677913,3,26,71,4,1,0,0
2017,55,33,19.52948029935512,5,20,82,1,1,0,0
2018,66,74,34.04910261706565,1,21,65,5,0,0,0
2019,34,113,-1.2537198402470153,2,20,31,4,0,0,0
2020,27,63,38.841816748311224,1,20,57,4,0,0,0
2021,19,62,35.04089918962135,1,24,37,8,1,0,0
2022,53,61,47.76931226257727,3,16,1,8,0,1,0
2023,69,28,19.47827699594804,1,23,92,4,1,0,1
2024,19,16,8.86895369274293,3,21,85,4,0,1,0
2025,50,32,12.200485320592403,2,23,46,3,1,1,0
2026,43,17,35.29089840195007,0,18,24,3,1,0,1
2027,55,65,25.521469954899217,4,18,99,4,0,0,0
2028,55,21,8.652259716418481,0,17,33,3,1,1,1
2029,50,83,14.655399618056023,2,21,26,3,1,1,0
2030,23,20,40.9098421118174,2,20,75,8,1,0,0
2031,45,10,28.55093794869767,3,18,25,10,0,0,0
2032,24,102,25.417849051016656,3,13,9,8,0,0,0
2033,55,69,20.219417457879878,2,19,18,1,0,1,0
2034,56,82,16.188834376261397,0,25,66,5,1,0,0
2035,23,12,17.255580420339797,3,17,61,1,0,0,0
2036,32,25,16.232026760336225,2,17,79,2,1,0,0
2037,27,85,28.78094414505835,3,21,76,1,1,0,0
2038,48,63,20.655635394841557,1,14,18,10,0,0,0
2039,36,87,19.12780607098484,1,14,35,5,1,1,0
2040,44,75,37.555848206584166,2,22,95,4,0,1,1
2041,71,93,20.31192183761309,3,20,30,8,1,1,0
2042,32,112,32.176221042820906,2,16,59,6,1,1,0
2043,41,68,27.4991710693241,5,19,37,5,1,0,0
2044,44,35,32.140479272278675,4,12,75,2,0,0,1
2045,28,97,19.86712884175474,2,28,79,4,1,1,0
2046,41,89,6.366876190553086,1,18,61,7,1,0,0
2047,76,38,28.849735402044214,2,22,30,6,1,0,0
2048,52,111,13.125228991294403,3,19,41,5,1,0,0
2049,29,95,20.84049945042634,3,20,76,5,1,1,0
2050,38,106,37.25589321404388,3,18,68,7,1,1,0
2051,78,50,31.994824385319877,6,33,67,9,0,0,0
2052,75,70,36.85677751105365,3,22,51,5,0,1,0
2053,49,118,-4.09945736249167,2,18,23,2,1,1,1
2054,78,52,44.75602974657734,3,15,66,5,1,0,0
2055,68,4,6.072784883954615,3,28,52,1,1,0,1
2056,47,36,20.878606850781992,1,22,34,3,1,0,1
2057,26,33,34.88932519846957,5,22,8,3,0,1,1
2058,22,45,28.66637189910673,3,20,91,10,1,0,0
2059,16,14,25.99272300026606,3,19,45,8,1,0,1
2060,19,84,28.125213431677146,5,27,83,8,1,1,0
2061,45,45,22.910234930304156,2,15,63,4,1,1,0
2062,32,2,28.343613177055033,0,21,55,7,1,0,0
2063,58,96,31.141608801766367,4,18,29,7,1,1,0
2064,41,9,34.178248300945846,1,20,88,9,1,1,0
2065,49,58,40.311488270071884,1,24,88,3,1,0,0
2066,32,116,23.619761587864527,1,21,58,4,1,0,0
2067,54,52,18.903223974407602,3,21,62,10,1,0,0
2068,18,87,17.208027963658143,1,16,42,5,1,1,0
2069,78,73,51.03902562198953,2,20,39,9,1,1,0
2070,21,6,12.811810712886306,1,20,58,8,0,0,0
2071,44,7,29.20349062932149,5,21,53,7,0,0,0
2072,18,43,47.2416086798647,2,19,54,10,1,1,0
2073,23,44,6.993336789390419,3,19,40,2,1,0,1
2074,51,112,30.096749175182097,1,18,21,3,1,0,0
2075,48,107,22.463005977517785,2,18,35,5,1,1,0
2076,40,23,42.999542103092125,2,27,76,10,1,0,0
2077,79,75,6.384606666544013,1,18,30,10,1,0,0
2078,51,115,29.62322341158653,3,26,49,7,1,1,0
2079,27,49,31.948954095167647,1,22,66,3,1,0,0
2080,81,27,30.574061768778225,4,17,95,8,0,1,0
2081,47,74,35.633844261865136,2,29,28,8,0,0,0
2082,24,51,37.140331029418164,3,20,88,4,1,0,0
2083,34,16,12.864066655420874,1,21,11,3,0,1,1
2084,25,35,26.372285168421165,0,23,73,1,0,0,0
2085,57,75,23.976663153249387,2,20,5,8,1,0,0
2086,48,117,33.77053011659201,6,25,26,10,0,1,0
2087,40,79,16.08317021065897,3,21,25,9,1,0,0
2088,36,85,15.35477198743391,1,21,82,4,0,1,0
2089,45,104,33.529848084724414,2,23,63,10,0,1,0
2090,24,60,31.059929918836232,1,23,37,9,1,0,0
2091,29,13,24.53950559337867,1,15,98,2,1,1,0
2092,23,26,21.645967018592494,3,22,12,5,1,1,0
2093,59,85,23.94018005064425,0,20,78,3,1,0,0
2094,39,66,43.19044397193968,3,16,66,4,0,1,0
2095,51,78,15.50575389396019,1,11,60,7,0,0,0
2096,34,2,29.848346619871176,3,22,37,7,1,0,0
2097,50,41,21.740723804906217,3,15,6,10,1,0,0
2098,47,38,27.886627674276973,1,23,26,3,0,0,0
2099,56,49,22.12178925479488,1,16,86,1,1,0,0
2100,21,26,14.225190452219959,3,22,38,4,0,1,0
2101,38,82,20.040537725292207,2,15,98,8,1,0,0
2102,81,114,25.14378824911237,3,17,82,3,1,1,0
2103,46,35,23.508028483344987,1,20,42,7,1,1,1
2104,56,50,23.97905764820723,2,25,70,4,1,0,0
2105,50,112,31.482355496863015,2,22,83,8,1,1,0
2106,32,90,36.90804798043473,2,27,28,3,1,1,0
2107,73,112,25.98683271697546,2,22,41,5,1,0,0
2108,79,66,23.936085985466367,3,16,29,8,1,0,0
2109,60,27,33.75531697318529,4,15,54,3,0,0,0
2110,19,9,26.99998477438395,1,19,74,4,1,1,0
2111,79,25,35.93256403708253,1,20,53,5,0,0,0
2112,58,61,23.977008716765766,1,28,25,4,0,1,0
2113,20,25,17.76857376484148,0,18,88,4,1,1,0
2114,33,81,26.32194480143311,1,25,91,5,0,0,0
2115,22,18,25.299932038371765,2,11,5,3,0,0,0
2116,20,34,26.179168228633866,1,15,76,2,1,0,1
2117,59,27,25.92556559013063,2,17,15,7,1,1,0
2118,69,5,21.571907894820768,0,19,56,3,0,1,0
2119,58,90,41.04211065083733,2,19,67,7,1,0,0
2120,38,108,16.27148740906453,4,17,93,6,1,0,0
2121,33,74,31.41544901239741,1,18,67,2,1,0,0
2122,44,55,6.1129219407523685,0,26,97,6,1,0,0
2123,53,31,25.451297786866512,2,18,80,1,1,1,1
2124,19,78,22.598214774106992,2,28,66,10,0,1,0
2125,57,12,47.771745629082886,1,24,85,3,1,1,1
2126,18,70,11.52060632470005,2,24,86,8,1,0,0
2127,31,88,3.4204970571895643,0,14,30,3,1,0,0
2128,66,15,15.77987186183048,2,24,25,3,1,1,0
2129,46,18,3.7591614870933157,3,22,11,5,1,0,1
2130,51,56,14.156008300670106,5,20,79,5,0,1,0
2131,66,75,24.29615981382507,4,22,93,10,0,1,0
2132,37,45,29.17637865772358,2,17,47,1,1,1,0
2133,45,76,28.053279268187612,2,21,81,1,1,0,0
2134,51,13,13.817450344943126,3,25,96,9,0,0,0
2135,64,113,31.66460289999542,1,21,98,3,1,1,0
2136,38,82,30.96992089816471,1,18,48,8,1,0,0
2137,36,36,30.14177697710613,0,22,60,7,1,0,0
2138,48,5,37.09656116619616,3,16,85,10,1,0,0
2139,39,64,16.935373490183416,2,24,79,3,1,0,0
2140,19,27,15.619939971035704,3,14,88,8,0,1,0
2141,17,118,24.861056302792004,4,22,67,2,1,0,0
2142,73,103,29.52564655381981,0,27,26,10,1,0,0
2143,77,89,30.98312223698475,3,26,92,6,1,0,0
2144,48,7,31.143653395766492,2,22,94,1,1,1,0
2145,29,101,24.356055837619856,2,22,83,9,1,0,0
2146,49,89,30.049402425568655,6,16,50,4,0,0,1
2147,63,55,24.569309255620173,2,19,5,1,1,1,1
2148,33,23,36.296757324323025,2,17,61,8,0,1,0
2149,57,10,13.82024748109883,2,22,4,4,0,1,0
2150,58,117,25.433086794999948,3,19,72,5,1,0,0
2151,65,52,23.863786542318067,3,25,29,10,1,0,0
2152,74,2,21.710632947067737,0,22,55,3,1,1,1
2153,55,111,17.981617654550536,0,20,21,8,0,0,0
2154,51,26,18.359054201009066,2,25,99,10,1,1,0
2155,46,48,24.736299028762726,3,20,23,3,0,0,0
2156,71,9,30.71275017945605,0,26,11,10,1,1,0
2157,33,10,15.730617168206374,3,27,17,10,1,0,0
2158,76,37,26.302016778235803,0,17,17,1,1,0,0
2159,79,28,27.201495359560674,1,15,49,5,1,0,0
2160,34,61,31.89839167416614,4,19,98,1,1,1,0
2161,64,100,38.19001261007084,2,19,19,9,0,0,1
2162,64,111,3.933338709064607,1,19,72,6,1,0,0
2163,61,36,35.16053611098479,1,21,39,8,1,0,0
2164,55,5,15.38899894011141,3,24,43,5,1,1,0
2165,47,82,20.105813267298316,1,18,84,10,1,0,0
2166,73,115,9.556202638349102,3,25,78,3,1,0,0
2167,39,42,34.59171478632243,2,20,79,6,0,0,0
2168,41,91,32.06915527227319,2,17,42,8,1,1,0
2169,64,85,29.528865777481588,1,31,98,6,1,0,0
2170,57,87,29.817644908128834,3,24,16,2,0,0,0
2171,83,8,23.36488640004901,4,17,24,2,1,1,1
2172,68,101,27.886710188513405,1,27,53,5,1,0,0
2173,56,29,13.112606448266108,1,17,67,7,1,1,0
2174,76,16,36.810925624603136,4,17,61,7,1,0,0
2175,26,54,19.790921536343024,4,16,37,3,1,0,1
2176,33,111,37.513723850963046,3,20,95,8,1,0,0
2177,20,20,43.309762933422654,0,13,4,4,0,0,0
2178,21,55,28.757065319071707,0,22,85,10,1,0,0
2179,64,29,19.479946000995433,3,22,91,10,1,0,0
2180,58,2,22.673981655650103,2,17,18,7,0,1,0
2181,35,20,12.606330515958987,3,29,26,1,1,0,1
2182,73,101,19.035390401754142,1,23,10,10,1,0,0
2183,28,16,26.069782090957258,2,26,87,7,1,0,0
2184,65,117,29.581026252277816,3,21,48,10,1,1,0
2185,79,63,40.08012706039765,0,18,76,7,1,0,1
2186,30,11,36.631542443009884,4,27,10,7,0,1,0
2187,46,115,22.744462707158434,3,18,28,9,1,1,0
2188,82,104,23.87841229650197,3,22,49,10,1,1,0
2189,74,71,26.2582310722654,2,24,67,7,1,1,0
2190,31,77,36.39002166508256,1,29,72,2,1,1,0
2191,83,42,33.721442640241975,4,19,39,4,1,0,0
2192,21,118,23.543535975690396,3,22,46,6,0,0,0
2193,82,8,31.523307706914657,3,24,88,5,1,1,1
2194,37,75,16.75238426347364,3,22,27,10,0,0,0
2195,62,112,34.427600897794804,1,21,35,5,1,0,0
2196,35,85,8.48480983112815,3,27,99,7,1,0,0
2197,80,52,12.652558613517131,0,17,8,6,1,1,0
2198,33,44,10.85639046702346,2,16,88,7,1,0,0
2199,42,115,18.15957135293877,2,23,45,3,0,0,1
2200,51,17,26.236125468105694,3,26,66,9,0,0,0
2201,79,16,25.89925413045122,2,27,82,10,1,1,0
2202,55,1,27.521774862304294,1,19,35,9,0,1,0
2203,39,15,36.96929451756529,3,16,54,9,1,0,1
2204,67,47,44.953507802213295,3,22,3,8,1,0,1
2205,81,106,15.17074193859862,1,16,71,5,1,1,0
2206,83,118,27.785726937549153,2,21,76,4,1,0,0
2207,17,117,27.18810436131177,4,16,20,4,1,1,0
2208,81,58,28.971304117354045,3,25,78,9,1,0,0
2209,79,50,28.407000675308453,2,18,62,6,1,0,0
2210,78,44,21.995777772060446,2,15,43,10,1,0,0
2211,25,32,14.743870791986804,4,19,25,8,1,1,0
2212,28,16,24.314953175305742,1,21,2,8,0,0,0
2213,60,36,25.849427045460835,4,12,50,4,0,0,0
2214,29,98,35.3606888108512,2,18,60,10,1,0,0
2215,55,42,18.60044382537548,0,18,47,4,0,1,0
2216,19,10,29.040499763013003,4,22,70,2,1,1,0
2217,17,63,19.996076184394322,1,18,47,2,1,0,0
2218,49,67,21.673666775260937,5,21,49,1,1,0,0
2219,64,93,41.68357592566511,2,24,77,4,1,1,0
2220,35,11,22.460604086047187,1,26,5,7,0,0,0
2221,40,102,31.663829494050564,2,27,48,6,1,0,0
2222,74,95,26.804554384522227,1,24,14,1,1,0,0
2223,55,111,17.75002964171718,1,20,69,6,1,1,0
2224,46,87,19.750174700737055,1,15,35,8,1,1,1
2225,63,5,15.521765476274187,3,28,95,4,0,1,0
2226,81,43,14.27055896830061,3,18,33,2,1,1,1
2227,19,114,26.151875569342092,1,30,45,7,0,0,0
2228,27,111,23.375345437589132,3,32,49,7,0,1,0
2229,81,62,23.893111735983396,3,20,60,3,1,1,1
2230,25,39,23.091359421935298,1,17,42,2,1,1,0
2231,27,47,22.21053325780275,4,15,53,4,1,1,0
2232,65,29,27.027361168523477,4,19,9,9,1,0,0
2233,47,8,22.293089510311336,1,25,40,9,1,0,0
2234,69,103,20.183182603506047,2,19,78,8,0,1,0
2235,51,111,21.39105717604346,5,14,6,4,1,1,0
2236,57,75,42.00276364055106,1,15,28,8,1,0,0
2237,46,59,25.970579697203377,1,20,76,7,1,1,0
2238,78,119,14.472047759933265,2,28,57,5,0,1,0
2239,20,73,15.680818005253464,2,20,10,9,1,1,0
2240,37,37,41.14882733618765,0,23,97,8,0,0,0
2241,19,95,6.325702841456323,3,22,61,3,1,1,0
2242,58,9,24.939835826179163,4,18,46,5,0,1,1
2243,27,89,37.625681590672656,2,19,41,4,1,0,0
2244,49,44,33.71641610123979,1,19,54,8,1,0,0
2245,37,82,36.48292625307412,1,8,39,4,1,0,0
2246,42,89,20.913218691758647,1,17,20,7,0,0,0
2247,17,80,26.199030807967095,3,23,96,7,1,1,0
2248,17,16,10.990970287281236,3,22,64,9,0,0,0
2249,81,36,22.678083520723956,1,17,87,8,1,0,0
2250,50,97,20.911531122553846,1,13,55,3,1,0,0
2251,62,31,33.38509502216183,0,25,76,9,1,0,0
2252,56,104,51.63628496862755,1,26,72,10,1,1,0
2253,57,112,47.81227927850654,1,17,76,4,1,1,1
2254,55,115,21.014402382014396,2,23,50,6,1,1,0
2255,47,2,13.250513275861858,3,15,6,2,1,0,0
2256,17,36,16.32871234664949,1,28,40,5,0,0,0
2257,84,99,35.595893796982445,2,13,71,1,1,0,0
2258,74,57,29.607290564035594,2,17,85,10,1,0,0
2259,45,51,22.671874399587313,5,23,18,1,1,1,0
2260,31,72,32.52788330771588,2,23,69,5,0,0,0
2261,76,72,36.967627709293254,5,17,2,10,1,0,0
2262,24,100,20.557988593453818,3,17,56,2,0,0,0
2263,52,13,15.492163369263638,2,21,8,6,0,0,0
2264,49,11,23.113724306479455,5,18,52,6,1,1,0
2265,82,11,19.00653349371211,2,25,67,5,1,1,0
2266,51,115,19.668411662024916,2,11,1,4,1,1,0
2267,54,112,18.15854060935352,0,15,50,8,1,1,0
2268,79,81,42.559933251601336,3,24,6,6,1,0,0
2269,71,73,20.876115808739307,1,22,52,1,0,0,0
2270,39,109,4.94692318552773,0,17,44,8,0,0,0
2271,35,12,26.52575862456122,1,22,34,9,0,0,0
2272,55,112,16.22015538579801,2,24,54,5,1,0,0
2273,53,41,22.683581123836316,3,26,90,3,1,1,0
2274,70,98,27.56247838467818,1,22,69,2,0,1,0
2275,35,40,32.53761588372821,4,13,14,6,1,0,0
2276,44,92,16.905240530620997,2,28,86,6,0,0,0
2277,33,61,20.730734714298187,0,19,31,6,1,1,0
2278,21,94,12.615433884418357,3,20,45,10,1,0,0
2279,78,25,24.14408117891642,3,21,70,9,1,1,0
2280,75,76,40.31408769143284,2,20,10,2,1,1,0
2281,34,5,3.762922358540596,2,27,48,6,1,0,0
2282,63,69,7.6121852561094485,1,21,33,2,1,0,0
2283,58,60,19.53806352758662,2,24,42,1,1,0,1
2284,50,7,28.588353016276002,2,28,80,5,1,1,0
2285,22,35,33.47422496092168,0,20,46,7,0,0,0
2286,54,71,27.918102690766233,0,13,88,9,1,0,0
2287,31,70,27.775299110417738,2,19,77,3,0,0,1
2288,42,69,45.58824565854036,2,18,94,5,1,0,0
2289,40,5,26.71779389200209,3,18,3,5,0,0,0
2290,66,79,41.689299650199246,1,17,74,6,1,1,0
2291,54,13,27.77690535162119,1,22,28,6,1,0,0
2292,81,47,37.15731298115114,6,16,28,1,1,0,0
2293,37,95,26.335385690226563,2,15,7,5,1,1,0
2294,62,62,20.403049046298687,1,9,75,3,1,1,0
2295,76,20,18.05301975675294,4,20,33,7,1,0,0
2296,47,109,20.863064219637195,1,17,58,3,1,0,0
2297,53,81,13.294962627617009,1,18,83,2,0,1,0
2298,81,28,13.82776868841514,3,21,62,4,1,0,1
2299,30,37,17.05023179980779,0,26,40,10,1,1,0
2300,50,94,-1.3548974993334113,1,18,83,8,1,0,0
2301,81,56,17.347185470011357,1,18,32,6,0,0,1
2302,54,63,31.041529746476062,0,34,58,3,1,0,0
2303,49,117,32.502211904529,4,22,31,9,1,1,0
